epoch,time,train/giou_loss,train/cls_loss,train/l1_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/giou_loss,val/cls_loss,val/l1_loss,lr/pg0,lr/pg1,lr/pg2
93,9486.96,0.44961,0.80608,0.22368,0.51553,0.39277,0.37305,0.24886,0.42242,0.86021,0.23264,0.000233523,0.000233523,0.000233523
94,9588.45,0.44053,0.81038,0.22444,0.48009,0.40471,0.3693,0.25195,0.42369,0.84594,0.23484,0.000218011,0.000218011,0.000218011
95,9689.29,0.43858,0.81259,0.2225,0.5044,0.41308,0.36758,0.25027,0.42175,0.84499,0.23076,0.000202968,0.000202968,0.000202968
96,9790.42,0.43871,0.79997,0.22255,0.49805,0.42819,0.38426,0.25938,0.41751,0.84468,0.22662,0.000188403,0.000188403,0.000188403
97,9891.45,0.44055,0.79042,0.22134,0.37525,0.46163,0.39238,0.26156,0.42028,0.84336,0.2305,0.000174327,0.000174327,0.000174327
98,9993.55,0.44118,0.79426,0.22497,0.52153,0.41942,0.3835,0.26064,0.42194,0.85104,0.23278,0.000160749,0.000160749,0.000160749
99,10097.2,0.43075,0.79939,0.22196,0.52509,0.39042,0.38406,0.25843,0.42655,0.83868,0.23696,0.000147679,0.000147679,0.000147679
100,10201.1,0.43628,0.79267,0.22507,0.57237,0.3825,0.40519,0.27014,0.42435,0.84333,0.2339,0.000135125,0.000135125,0.000135125
101,10305.6,0.43734,0.78665,0.22565,0.50553,0.40814,0.38292,0.26069,0.4208,0.83826,0.23148,0.000123096,0.000123096,0.000123096
102,10409.8,0.43134,0.79149,0.21865,0.55142,0.38396,0.41357,0.27446,0.417,0.84796,0.22873,0.000111601,0.000111601,0.000111601
103,10513.7,0.44234,0.7779,0.22346,0.50194,0.42471,0.37499,0.25569,0.42013,0.83339,0.23113,0.000100647,0.000100647,0.000100647
104,10617,0.43574,0.78356,0.21911,0.37834,0.50136,0.39127,0.26545,0.42245,0.83022,0.2346,9.02417e-05,9.02417e-05,9.02417e-05
105,10722.4,0.43116,0.78085,0.22157,0.46408,0.42095,0.40445,0.27183,0.42059,0.83169,0.2333,8.03924e-05,8.03924e-05,8.03924e-05
106,10828.9,0.43102,0.78267,0.2214,0.41911,0.42191,0.39157,0.26547,0.42276,0.83086,0.2347,7.11057e-05,7.11057e-05,7.11057e-05
107,10932.8,0.43174,0.76855,0.22007,0.48083,0.43526,0.39425,0.26432,0.42538,0.82367,0.23558,6.23879e-05,6.23879e-05,6.23879e-05
108,11039.8,0.43068,0.77402,0.21827,0.55723,0.41541,0.39309,0.26533,0.42257,0.82647,0.23276,5.42452e-05,5.42452e-05,5.42452e-05
109,11143.7,0.43484,0.77183,0.21585,0.47978,0.45444,0.39345,0.2662,0.42055,0.83433,0.2329,4.66831e-05,4.66831e-05,4.66831e-05
110,11247.9,0.43778,0.76463,0.22243,0.53777,0.4134,0.40137,0.26902,0.42308,0.82636,0.23503,3.97066e-05,3.97066e-05,3.97066e-05
111,11353.7,0.43182,0.7695,0.21898,0.54689,0.40057,0.40232,0.27116,0.4214,0.82762,0.23424,3.33208e-05,3.33208e-05,3.33208e-05
112,11458.8,0.43222,0.76881,0.2191,0.51716,0.42299,0.40385,0.26936,0.42011,0.82939,0.2323,2.75298e-05,2.75298e-05,2.75298e-05
113,11563.1,0.43308,0.7705,0.2212,0.52973,0.40871,0.40174,0.27155,0.42142,0.82329,0.23273,2.23377e-05,2.23377e-05,2.23377e-05
114,11668.2,0.43258,0.76526,0.21809,0.48948,0.44265,0.39946,0.26872,0.41903,0.82473,0.22969,1.7748e-05,1.7748e-05,1.7748e-05
115,11774.5,0.43289,0.76821,0.21915,0.51651,0.42243,0.40128,0.27012,0.41817,0.82908,0.2295,1.37639e-05,1.37639e-05,1.37639e-05
116,11881.6,0.43566,0.7633,0.22256,0.541,0.40506,0.39762,0.27074,0.42123,0.82328,0.2332,1.03881e-05,1.03881e-05,1.03881e-05
117,11986.3,0.42511,0.76991,0.21911,0.52285,0.40768,0.38942,0.26394,0.42109,0.82166,0.23276,7.6229e-06,7.6229e-06,7.6229e-06
118,12089.9,0.42997,0.76731,0.21577,0.47672,0.43046,0.39809,0.26738,0.42015,0.82749,0.2311,5.47024e-06,5.47024e-06,5.47024e-06
119,12194.1,0.42664,0.77365,0.2193,0.38294,0.49808,0.4026,0.27142,0.42006,0.82546,0.23107,3.93157e-06,3.93157e-06,3.93157e-06
120,12299.3,0.42808,0.76742,0.21609,0.53016,0.39815,0.39904,0.26841,0.42015,0.82417,0.23092,3.00794e-06,3.00794e-06,3.00794e-06
